Date,Close,Volume,Rolling_Avg_Close_30,Rolling_Avg_Close_100,Rolling_Avg_Close_200,Rolling_Avg_Volume_30,Rolling_Avg_Volume_100,Rolling_Avg_Volume_200
2024-05-27,1466.25,6629010,1447.2241658528646,1429.8132470703124,1317.711497192383,11397274.533333333,11555470.58,12070433.63
2024-05-28,1456.199951171875,7820162,1446.444999186198,1431.44099609375,1318.6193719482421,11353335.6,11541630.64,12066778.57
2024-05-29,1440.7750244140625,7383556,1445.5658325195313,1432.82099609375,1319.5402471923828,11081087.066666666,11492439.84,12056013.19
2024-05-30,1424.8499755859375,13206858,1444.2333333333333,1434.14474609375,1320.4486218261718,11091246.933333334,11515862.58,12058306.41
2024-05-31,1430.4000244140625,31069832,1443.055000813802,1435.4974963378907,1321.4108721923828,11814701.866666667,11786255.5,12162813.82
2024-06-03,1510.324951171875,21527942,1444.5883341471354,1437.54224609375,1322.6886218261718,11898776.866666667,11927046.92,12156025.48
2024-06-04,1397.2750244140625,36709098,1442.160001627604,1438.59849609375,1323.3653717041016,12597687.533333333,12203762.54,12309656.62
2024-06-05,1420.75,17464890,1440.1900024414062,1439.8227465820312,1324.1974969482421,12834838.466666667,12282283.66,12347760.71
2024-06-06,1431.5999755859375,17855722,1439.2658365885416,1441.1002465820313,1325.0424969482422,12943177.4,12379976.82,12379606.39
2024-06-07,1469.949951171875,18558696,1439.925,1442.8629956054688,1326.0511218261718,13213041.4,12488217.26,12395046.88
2024-06-10,1471.4000244140625,9251760,1440.3058349609375,1444.6744958496095,1327.0402471923828,12989969.2,12526704.12,12330409.03
2024-06-11,1456.675048828125,11774902,1440.4433349609376,1445.9907458496093,1327.8804974365235,13068671.0,12533425.74,12341404.48
2024-06-12,1463.324951171875,10081742,1440.3866658528646,1447.0249951171875,1328.7592474365235,13163129.933333334,12396984.64,12340797.63
2024-06-13,1465.25,9181160,1440.3283325195312,1447.9702453613281,1329.7404974365234,13086693.2,12338674.6,12318334.71
2024-06-14,1477.550048828125,8157998,1440.694999186198,1448.8044958496093,1330.7362475585937,12874871.6,12334148.64,12265924.81
2024-06-18,1481.0250244140625,7196766,1442.2625,1449.86849609375,1331.841372680664,12540531.866666667,12315426.06,12255799.91
2024-06-19,1458.6500244140625,8725874,1443.5666666666666,1450.8392468261718,1332.836123046875,12584920.733333332,12280710.98,12260864.06
2024-06-20,1473.699951171875,16113776,1445.9741658528646,1451.896746826172,1333.8991229248047,12638130.866666667,12339054.36,12293843.18
2024-06-21,1454.199951171875,31170360,1447.1624959309895,1452.764246826172,1334.9706225585937,13362509.466666667,12546530.92,12378994.88
2024-06-24,1441.4749755859375,8878386,1448.740828450521,1453.8932470703126,1336.007122192383,13291468.6,12434760.58,12312274.81
2024-06-25,1454.1500244140625,7045386,1450.2983276367188,1454.9959973144532,1337.1684973144531,13176144.933333334,12286023.16,12284597.61
2024-06-26,1514.0250244140625,22014882,1454.0091634114583,1456.605498046875,1338.6877471923829,13628087.0,12388083.26,12310288.8
2024-06-27,1530.550048828125,28383030,1457.6916666666666,1457.430498046875,1340.295372314453,14334578.0,12432979.18,12391359.22
2024-06-28,1565.4000244140625,28957336,1462.6625,1459.0082482910157,1342.1048724365235,15131604.733333332,12581612.76,12427952.9
2024-07-01,1560.1500244140625,7724306,1467.1558349609375,1460.3434985351562,1343.8739978027343,14898689.133333333,12507553.56,12376010.22
2024-07-02,1565.175048828125,7749246,1471.4716715494792,1461.728748779297,1345.6731231689453,14793114.8,12451552.4,12368018.32
2024-07-03,1552.425048828125,9049620,1475.34833984375,1462.6759997558593,1347.3762481689453,14722231.2,12345522.72,12369887.04
2024-07-04,1554.0250244140625,6837176,1478.46083984375,1463.8259997558594,1349.0746234130859,14607416.933333334,12325750.16,12363071.07
2024-07-05,1588.625,12269710,1481.8800048828125,1465.434249267578,1350.937748413086,14529465.266666668,12357967.42,12356156.76
2024-07-08,1600.9000244140625,9500806,1485.9016723632812,1467.0217492675781,1352.8217486572266,14609666.266666668,12360009.8,12288114.35
2024-07-09,1590.2750244140625,6960002,1490.03583984375,1468.4232495117187,1354.5866235351561,14620699.333333334,12282663.48,12256558.99
2024-07-10,1584.2249755859375,7134578,1494.303340657552,1469.6579992675781,1356.4106231689452,14597846.533333333,12228441.28,12210953.55
2024-07-11,1580.6500244140625,11940946,1498.965840657552,1470.9409997558594,1358.1862481689452,14749759.533333333,12281106.44,12206641.59
2024-07-12,1596.7249755859375,12924784,1504.6950073242188,1472.2572497558594,1360.0366229248048,14740357.066666666,12333198.34,12225217.33
2024-07-15,1597.2249755859375,5329688,1510.255839029948,1473.4157495117188,1361.8781225585938,13882352.266666668,12315316.34,12124522.81
2024-07-16,1576.25,9386838,1512.4533406575522,1474.4722497558594,1363.668247680664,13477648.8,12309116.9,12133875.5
2024-07-18,1586.675048828125,12298374,1518.7666748046875,1475.7332507324218,1365.6462481689452,12663958.0,12334425.66,11909957.95
2024-07-19,1555.1500244140625,13140390,1523.2466756184897,1476.5447509765625,1367.5099981689452,12519808.0,12398531.28,11914528.99
2024-07-22,1500.675048828125,19674376,1525.549178059896,1476.841251220703,1369.1259985351562,12580429.8,12524100.08,11917016.94
2024-07-23,1487.9000244140625,18052044,1526.1475138346354,1477.043251953125,1370.714373779297,12563541.4,12577417.6,11936002.74
2024-07-24,1495.699951171875,11913362,1526.9575113932292,1477.1827514648437,1372.3366235351561,12652261.466666667,12511613.94,11945130.64
2024-07-25,1492.4000244140625,12519876,1528.1483439127603,1477.1705017089844,1373.8763739013673,12677093.933333334,12492426.86,11949116.13
2024-07-26,1509.0250244140625,9859940,1529.6716796875,1477.3875024414062,1375.586248779297,12669700.533333333,12515895.2,11925824.1
2024-07-29,1520.0999755859375,7538550,1531.5000122070312,1477.732001953125,1377.3242486572265,12614946.866666667,12483020.26,11901806.78
2024-07-30,1513.1500244140625,8228208,1532.686678059896,1478.3072521972656,1379.0946240234375,12617287.2,12478822.84,11898652.54
2024-07-31,1505.425048828125,10057346,1533.5000122070312,1478.7535021972656,1380.8363745117188,12712639.866666667,12343106.54,11897507.34
2024-08-01,1515.300048828125,10764222,1535.3883463541667,1478.9852526855468,1382.6276245117188,12780584.8,12329419.5,11896560.04
2024-08-02,1499.324951171875,10268248,1536.2425130208333,1478.904501953125,1384.3292492675782,12585733.866666667,12331857.78,11920746.15
2024-08-05,1447.324951171875,17046704,1536.0133463541667,1478.375751953125,1385.8202490234376,12114945.333333334,12431248.14,11968095.28
2024-08-06,1456.050048828125,10236186,1536.4991821289063,1477.9062524414062,1387.3294995117187,12160205.333333334,12455553.24,11968096.05
2024-08-07,1464.824951171875,8174568,1536.8550130208334,1477.7652514648437,1388.7909991455078,12197844.733333332,12454141.66,11959898.3
2024-08-08,1449.125,12387192,1534.6916788736978,1477.5905017089844,1390.1631243896484,11876921.733333332,12465242.28,11959062.01
2024-08-09,1474.300048828125,6249776,1532.8166788736978,1477.5792517089844,1391.6613745117188,11139146.6,12433413.26,11939559.31
2024-08-12,1460.625,8184584,1529.3241780598958,1477.863751220703,1393.1043743896485,10446721.533333333,12380037.76,11950837.05
2024-08-13,1463.625,6265064,1526.1066772460938,1478.1852514648438,1394.5343743896485,10398080.133333333,12256977.38,11942521.47
2024-08-14,1461.8499755859375,6267466,1522.662508138021,1478.6215014648437,1396.033624267578,10348687.466666667,12127413.86,11929267.2
2024-08-16,1478.199951171875,9416902,1520.188338216146,1479.008751220703,1397.6592492675782,10360930.2,12129888.96,11916188.93
2024-08-19,1488.4000244140625,13797742,1518.000838216146,1479.6402514648437,1399.3534991455078,10592949.066666666,12185108.74,11940611.08
2024-08-20,1495.949951171875,8411808,1514.911669921875,1480.1622509765625,1401.1752490234376,10464352.333333334,12184338.76,11943400.31
2024-08-21,1498.675048828125,7769996,1511.504170735677,1480.6392517089844,1403.0237493896484,10406658.666666666,12131969.36,11924146.85
2024-08-22,1498.125,10445782,1508.4325032552083,1481.0702514648438,1404.9481243896485,10522851.333333334,12041151.1,11900263.09
2024-08-23,1499.9749755859375,9249654,1505.624169921875,1481.6542517089845,1406.783499145508,10593353.866666667,12019488.58,11887655.94
2024-08-26,1512.5999755859375,8816114,1503.3558349609375,1481.8517517089845,1408.5652490234374,10489192.8,11944383.28,11847669.99
2024-08-27,1500.449951171875,6251156,1500.1466674804688,1481.9977514648438,1410.3477490234375,10266738.533333333,11788351.2,11814883.58
2024-08-28,1498.300048828125,9610286,1496.849169921875,1482.1330017089845,1412.0957495117189,10409425.133333333,11834315.26,11811389.06
2024-08-29,1520.925048828125,38335358,1495.0050048828125,1482.4727526855468,1413.8998748779297,11374375.8,12128567.18,11950255.33
2024-08-30,1509.625,41620730,1492.436669921875,1482.8530029296876,1415.64875,12351787.666666666,12474691.56,12114108.2
2024-09-02,1516.25,11240852,1491.1400024414063,1483.3862524414062,1417.3825,12288469.733333332,12442197.36,12117075.94
2024-09-03,1509.125,10923800,1491.4216674804688,1483.876502685547,1419.1186248779297,11996783.866666667,12477012.38,12136893.92
2024-09-04,1514.550048828125,11983304,1492.3100016276042,1484.1622534179687,1420.851625366211,11794492.533333333,12513274.24,12157387.97
2024-09-05,1492.9749755859375,16264168,1492.219169108073,1484.4555029296876,1422.5401251220703,11939519.4,12605201.78,12166140.76
2024-09-06,1464.824951171875,19394228,1491.3,1484.3080029296875,1424.0770001220703,12168664.466666667,12707760.76,12224437.13
2024-09-09,1462.449951171875,9010298,1489.7474975585938,1484.2610021972657,1425.602749633789,12140343.066666666,12642353.62,12250214.57
2024-09-10,1461.5250244140625,10768260,1487.7949991861979,1484.2280029296876,1427.0192498779297,12248000.066666666,12621015.6,12242952.63
2024-09-11,1451.5,9760202,1485.7399983723958,1484.0855029296874,1428.375,12299066.533333333,12624955.78,12226079.09
2024-09-12,1479.800048828125,22349376,1484.885831705729,1484.24025390625,1429.8851251220703,12708800.866666667,12658392.62,12299032.8
2024-09-13,1472.625,8711328,1483.463330078125,1484.26525390625,1431.3748748779296,12640371.066666666,12588088.12,12320138.51
2024-09-16,1471.3499755859375,5481774,1482.530830891927,1484.18025390625,1432.784375,12480821.933333334,12539402.24,12306475.13
2024-09-17,1472.300048828125,5935328,1483.3633341471354,1484.3100048828126,1434.175375366211,12110442.733333332,12452699.98,12293477.7
2024-09-18,1463.449951171875,8574714,1483.6099975585937,1484.44275390625,1435.5038751220702,12055060.333333334,12433819.36,12293693.56
2024-09-19,1469.675048828125,16955902,1483.7716674804688,1484.5397546386719,1436.8675006103515,12347771.466666667,12443939.12,12344725.64
2024-09-20,1485.925048828125,30897320,1484.9983357747396,1484.8735046386719,1438.3111260986327,12964775.733333332,12658773.84,12430251.37
2024-09-23,1493.375,8832314,1485.6341674804687,1485.1570043945312,1439.7762512207032,13050860.333333334,12674617.24,12411756.41
2024-09-24,1489.375,17137444,1486.5925008138022,1485.3807543945313,1441.2795013427735,13349289.0,12731249.06,12355243.71
2024-09-25,1493.949951171875,7069002,1487.6033325195312,1485.6547534179688,1442.7635009765625,13376086.933333334,12656812.62,12318874.51
2024-09-26,1497.949951171875,18818998,1488.8066650390624,1486.2942529296874,1444.2027508544923,13794471.333333334,12672733.02,12335014.55
2024-09-27,1526.175048828125,20597478,1490.4058349609375,1487.360753173828,1445.7392510986328,14167157.2,12804765.72,12374533.82
2024-09-30,1476.574951171875,27008814,1490.0116658528646,1488.1117529296876,1446.9693756103516,14607526.266666668,12929679.14,12427465.68
2024-10-01,1464.824951171875,16431642,1488.9741658528646,1488.574501953125,1448.1508752441407,14874854.066666666,12999605.54,12468913.41
2024-10-03,1406.9749755859375,37757294,1485.9174967447916,1488.7030017089844,1449.0463751220702,15874430.666666666,13267082.36,12606675.41
2024-10-04,1386.5250244140625,37072876,1482.1974975585938,1488.4940014648437,1449.830625,16762000.466666667,13532760.16,12756709.1
2024-10-07,1370.7249755859375,22181340,1477.8891642252604,1488.1742517089845,1450.6241247558594,17193056.666666668,13670007.36,12821630.18
2024-10-08,1397.3499755859375,17020808,1474.0474975585937,1487.947001953125,1451.5259997558594,17466546.466666665,13768332.44,12856578.31
2024-10-09,1374.5999755859375,14310610,1469.8524983723958,1487.5302514648438,1452.2386248779296,17735194.933333334,13860973.2,12843269.59
2024-10-10,1371.050048828125,22358646,1465.6108317057292,1486.9872521972657,1452.8548748779297,18160140.266666666,13937441.92,12875402.06
2024-10-11,1372.0999755859375,7980122,1460.6499959309897,1486.3512524414064,1453.4128747558593,17148299.066666666,13908078.38,12844476.73
2024-10-14,1372.5250244140625,12221432,1456.0799967447917,1485.7152526855468,1453.8802496337892,16168322.466666667,13918531.42,12821480.87
2024-10-15,1344.0250244140625,33762794,1450.3391642252604,1484.5490026855468,1454.2825,16919053.866666667,14153343.32,12901611.23
2024-10-16,1354.074951171875,20034438,1445.170829264323,1483.2292517089843,1454.646499633789,17222741.8,14207605.1,12932956.15
2024-10-17,1356.425048828125,15543660,1439.8999959309897,1481.9910021972655,1455.0159997558594,17341420.333333332,14292093.94,12927965.53
2024-10-18,1359.300048828125,12082452,1435.4441650390625,1480.9215026855468,1455.3673748779297,17202029.8,14346628.36,12951049.47
2024-10-21,1369.199951171875,14067408,1432.2566650390625,1480.051502685547,1455.7462493896485,17024469.133333333,14409100.82,12975365.73
2024-10-22,1343.3499755859375,15831960,1428.2866658528646,1479.0772521972656,1455.9491241455078,17251857.866666667,14493584.86,12993012.35
2024-10-23,1338.5250244140625,17214742,1424.1866658528645,1478.2140026855468,1456.1793743896485,17466740.6,14533663.7,13024763.14
2024-10-24,1339.800048828125,22155934,1420.4633341471354,1477.3080029296875,1456.402749633789,17879931.666666668,14444524.72,13115390.11
2024-10-25,1327.8499755859375,18597496,1415.398331705729,1475.4832531738282,1456.512749633789,17754869.0,14415220.26,13171133.59
2024-10-28,1334.3499755859375,10824350,1410.7891642252605,1474.854002685547,1456.7262493896485,17825303.066666666,14156372.78,13180067.66
2024-10-29,1340.0,12008361,1406.4108317057292,1474.0465026855468,1456.934624633789,18042855.966666665,14101807.49,13192045.575
2024-10-30,1343.9000244140625,11984423,1402.1308308919272,1473.1695031738282,1457.1348748779296,18244492.466666665,14043094.5,13211535.66
2024-10-31,1332.050048828125,9331650,1397.7508341471355,1471.7905041503907,1457.3267498779296,18269723.666666668,13950824.04,13219520.65
2024-11-01,1338.6500244140625,2127335,1393.3833333333334,1470.4630041503906,1457.56875,17775438.1,13879579.79,13203141.955
2024-11-04,1302.1500244140625,19796890,1387.257499186198,1468.91775390625,1457.4542498779297,17405423.766666666,13959799.67,13246612.705
2024-11-05,1305.300048828125,16267479,1380.9883341471354,1467.3375048828125,1457.18125,17653262.6,14021657.04,13209320.84
2024-11-06,1325.3499755859375,21625209,1375.5208333333333,1465.938504638672,1456.954375,17802854.766666666,14146097.53,13242386.065
2024-11-07,1305.6500244140625,9611974,1369.2441691080728,1464.2195043945312,1456.5120001220703,17887620.5,14160637.29,13247392.965
2024-11-08,1283.75,19814406,1362.1041707356771,1462.2467541503906,1456.0576251220702,17920800.766666666,14286813.69,13301119.875
2024-11-11,1272.699951171875,9056552,1353.6550008138022,1460.3872534179689,1455.6132501220702,17536103.233333334,14290120.47,13285415.725
2024-11-12,1274.25,10671091,1346.9108357747396,1458.39275390625,1455.144750366211,16991512.466666665,14235693.62,13287373.99
2024-11-13,1252.050048828125,14633633,1339.818339029948,1456.3712548828125,1454.5677508544923,16931578.833333332,14070326.35,13308428.635
2024-11-14,1267.5999755859375,12612633,1335.1725056966145,1454.6325048828126,1454.2628759765626,16093423.466666667,14107668.82,13271214.7
2024-11-18,1260.75,13620611,1330.9800048828124,1452.698504638672,1453.8472509765625,15311681.3,14173421.07,13229722.115
2024-11-19,1241.6500244140625,14183746,1326.6775065104166,1449.9747546386718,1453.2901263427734,15045094.833333334,14095109.71,13241596.485
2024-11-21,1223.0,19433843,1320.865840657552,1446.8992541503906,1452.1648760986327,15125529.333333334,14005617.84,13219298.51
2024-11-22,1265.4000244140625,20471957,1317.2258422851562,1443.8992541503906,1451.4537512207032,15330907.566666666,13920764.05,13251188.405
